cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
14,1,4,882,20,13,2,0.440229116683852,0.8912598299224941,0.268364243192522,6,8,0.3003689595324579,15,9,8,0.23647525446498263,0,17,0.7740794837587862,"prototype_design_pattern,composite_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
27,60,3,543,36,13,9,0.11775830929254444,0.5291186810529795,0.38664270874178136,1,27,0.34070990344539265,11,4,13,0.35128292299810104,1,23,0.6916558666145495,"facade_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,mediator_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa,batch_processing_etl",path_traversal,MEDIUM
18,56,2,486,18,17,7,0.13199679227025468,0.3533433963625954,0.24498811258248374,6,24,0.6870998366597569,18,9,11,0.71842936433371,1,14,0.5006043145338479,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
28,35,1,407,14,6,10,0.06398073080091288,0.05994320806421083,0.02257315229773922,6,2,0.4998367972288705,0,0,14,0.5529142502778194,0,7,0.12174156049481255,"flyweight_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,restful_api_pattern,dto_pattern,oop_fundamentals,collections_framework,loops_and_iteration,http_request_processing",insecure_deserialization,CRITICAL
47,30,6,505,38,11,14,0.40973337574721086,0.6821785260663404,0.22375286960580804,3,0,0.43506822045373184,18,5,5,0.014628683882356164,1,12,0.7739612298446391,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,interpreter_design_pattern,dependency_injection,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,utility_libraries,core_annotations_di,spring_data_jpa,batch_processing_etl",sql_injection,HIGH
47,54,2,229,25,19,11,0.20588864528117867,0.2784466106862826,0.11088167426277713,3,1,0.3347486451314231,3,9,8,0.33477565533434195,1,6,0.8898914755217192,"prototype_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,utility_libraries",path_traversal,MEDIUM
4,36,8,990,16,16,11,0.1739469704406219,0.0550137149921468,0.14779101119377472,7,14,0.9131172176008164,16,7,7,0.9399606427938405,0,15,0.26838708860613003,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,strategy_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,optional_null_safety,web_mvc_annotations,spring_data_jpa",xxe,MEDIUM
7,55,6,182,18,8,13,0.4906743585435781,0.6658517290986221,0.18383406234001157,2,10,0.7200891429405831,18,9,0,0.1798505370742095,1,19,0.5395950318581658,"prototype_design_pattern,decorator_design_pattern,bridge_design_pattern,strategy_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
45,89,5,745,1,1,3,0.4634016832198927,0.4857197935337584,0.3098402985555134,5,7,0.3751612501137801,3,0,12,0.23677722251197364,0,27,0.4904127501763259,"adapter_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,aop_pattern,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation",insecure_deserialization,HIGH
35,80,2,399,40,10,2,0.4859938410623807,0.011962149701723934,0.20117168574838248,2,15,0.8364828112676155,14,5,8,0.30738491591633677,1,24,0.7331576566233234,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",path_traversal,MEDIUM
48,58,7,511,1,2,10,0.07114949837934642,0.11092403910634707,0.18987211633003154,5,22,0.8290779137537592,6,3,8,0.2679879688130733,1,22,0.9260467077121297,"interpreter_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,dto_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
9,83,2,586,1,19,8,0.44562590657408313,0.6992019292459442,0.12078885509673842,5,16,0.5025825487106791,19,8,3,0.12172514208032414,0,4,0.4531089757594218,"prototype_design_pattern,abstract_factory_design_pattern,proxy_design_pattern,bridge_design_pattern,dto_pattern,oop_fundamentals,loops_and_iteration",sql_injection,MEDIUM
8,65,5,798,21,14,7,0.16435479969372574,0.06367133306578854,0.2159488967410812,6,2,0.4318988240897211,16,7,0,0.3126602110678357,0,19,0.46249342214438305,"command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,utility_libraries,core_annotations_di,openapi_documentation,spring_data_jpa,batch_processing_etl",path_traversal,MEDIUM
45,69,2,770,25,3,9,0.006328385105931256,0.8659630648429902,0.09935634177412625,1,7,0.8697873132975633,8,3,3,0.5394311005229597,1,21,0.22608815598955723,"template_method_design_pattern,iterator_design_pattern,state_design_pattern,memento_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,lombok_jpa_annotations,spring_data_jpa,batch_processing_etl",none,LOW
17,51,2,269,27,9,12,0.19564916799153437,0.3113262774199327,0.10439752616329119,5,6,0.530695312855795,6,1,5,0.6752796471448552,1,14,0.17924344366389688,"command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,web_mvc_annotations,spring_data_jpa",none,LOW
17,22,7,140,10,8,12,0.25459817656902983,0.08866647043642462,0.3029035100578082,2,20,0.8931996567566698,3,5,3,0.6428561622132025,0,21,0.038591821526557046,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,dto_pattern,oop_fundamentals,loops_and_iteration,lombok_jpa_annotations,openapi_documentation",none,LOW
49,88,9,122,12,11,1,0.05411021178370268,0.7597573781680654,0.13701890580363602,7,2,0.33055612913344895,16,2,8,0.16267586062838246,0,24,0.8175810333263456,"composite_design_pattern,flyweight_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,interpreter_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
33,53,5,807,28,15,12,0.26883880843712815,0.5244272344530237,0.020559869175644743,2,6,0.649502264238085,14,0,3,0.6145241791223793,1,22,0.4023801937857583,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,spring_data_jpa,batch_processing_etl",none,LOW
32,36,7,808,49,6,12,0.40973179208836574,0.3066400323792976,0.13747091435799233,3,4,0.4257166969797339,8,6,9,0.35832467440988325,0,14,0.07323081788255448,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,interpreter_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,utility_libraries,web_mvc_annotations,spring_data_jpa,batch_processing_etl",path_traversal,MEDIUM
8,68,4,939,32,2,14,0.188825475419597,0.40609834166926795,0.2554288831466476,1,0,0.7704313692596951,15,3,7,0.8218358955765058,0,0,0.5511435581005537,"command_design_pattern,template_method_design_pattern,iterator_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,optional_null_safety,utility_libraries,batch_processing_etl",none,LOW
19,36,2,732,33,1,12,0.1763224032671511,0.021412395604825885,0.32559423467092896,7,4,0.9980496330283328,5,8,1,0.36241137777528565,0,3,0.3353501886111513,"command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,collections_framework,loops_and_iteration,utility_libraries,batch_processing_etl",path_traversal,MEDIUM
38,52,3,29,8,3,13,0.1694052101153387,0.662698537539429,0.38477467255694453,7,2,0.588757722418854,16,9,11,0.9765687492885258,0,19,0.9714692371501252,"adapter_design_pattern,template_method_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,basic_programming_constructs,optional_null_safety,spring_boot_error_handling,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",insecure_deserialization,HIGH
3,53,2,224,42,18,7,0.46154722294184597,0.36577368896344453,0.2984881685899904,4,17,0.3702173828243701,6,9,6,0.614821503423094,0,20,0.4478013086822643,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",xxe,MEDIUM
5,82,5,319,26,14,10,0.02437904939509955,0.7140375697281297,0.17154064376673475,4,28,0.5223711836310079,16,2,7,0.42897906150020126,0,20,0.10278653912874314,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,flyweight_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,memento_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,functional_programming,web_mvc_annotations,spring_data_jpa",none,LOW
13,50,6,260,42,17,10,0.22253807099647765,0.6281711459525472,0.11964771168198306,7,18,0.9240545496955574,13,9,13,0.5031122347187529,0,25,0.6382445943674474,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,CRITICAL
47,80,7,497,41,2,2,0.13229972707485843,0.6512541859097379,0.051851996068355756,0,9,0.8360327168727448,14,9,5,0.17595310991775515,0,3,0.7934360070347508,"iterator_design_pattern,state_design_pattern,memento_design_pattern,interpreter_design_pattern,collections_framework,loops_and_iteration",sql_injection,MEDIUM
46,41,3,391,2,19,9,0.4469035126937471,0.7928927110044324,0.2510745737784458,3,3,0.46254816332458015,19,9,9,0.6801379022805026,1,14,0.5813082635651563,"prototype_design_pattern,adapter_design_pattern,restful_api_pattern,repository_pattern,dto_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
31,18,4,418,35,9,11,0.04802613179190196,0.631158078376251,0.20395332564360255,0,29,0.9675191035557278,17,0,12,0.963067652466226,0,2,0.7748224123179056,"composite_design_pattern,facade_design_pattern,flyweight_design_pattern,observer_design_pattern,iterator_design_pattern,state_design_pattern,mediator_design_pattern,memento_design_pattern,restful_api_pattern,collections_framework,loops_and_iteration,optional_null_safety,http_request_processing",insecure_deserialization,HIGH
16,22,8,280,34,8,13,0.2057213833402054,0.41872592924189245,0.2710806065776565,1,12,0.7355315542851735,18,1,5,0.5149583017686375,1,5,0.2997118317481513,"prototype_design_pattern,composite_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,oop_fundamentals,collections_framework,loops_and_iteration",none,LOW
32,66,4,943,6,10,5,0.20340807601554284,0.3899275617346356,0.09485326258202785,6,28,0.41763458022226657,17,3,7,0.9923514990208852,1,26,0.5312711113400872,"prototype_design_pattern,abstract_factory_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,mediator_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,optional_null_safety,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
22,21,7,416,31,9,4,0.4441972087735113,0.11958210676485581,0.12945766724397823,4,0,0.7006254997123674,13,6,2,0.15046237246139038,0,13,0.8270247559350462,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,utility_libraries,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
29,44,6,701,23,8,7,0.10774672252048473,0.7794434131562418,0.11683813979945562,6,3,0.6158938073647957,19,7,1,0.6376838261555655,1,1,0.07517355495372446,"composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,utility_libraries,batch_processing_etl",none,LOW
22,47,7,203,12,7,8,0.32244770515080556,0.7611084417546218,0.3190607368697642,4,8,0.8737883723414948,4,3,8,0.6779144766686496,0,27,0.2594345911561452,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation",none,LOW
43,39,1,450,28,6,10,0.06720306344389454,0.24629836708552344,0.0684919259453387,7,16,0.5409120207283383,6,2,7,0.31172255606236887,1,24,0.6268907447638986,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,flyweight_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",authentication_bypass,HIGH
3,29,3,322,15,2,6,0.47698785704027136,0.8626819126981446,0.24338884680979822,4,10,0.9124848238858625,11,9,9,0.35156495030497514,1,21,0.5060427997765388,"prototype_design_pattern,decorator_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",path_traversal,MEDIUM
10,54,6,88,19,9,5,0.29650747963614293,0.5890032577906282,0.020542006303642692,0,6,0.8683792705068178,16,8,4,0.945470275379368,0,26,0.7696283549694556,"prototype_design_pattern,command_design_pattern,iterator_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,loops_and_iteration,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",xxe,MEDIUM
42,90,3,189,12,9,5,0.31312836516033515,0.47868684239456727,0.21981103036068786,6,23,0.7722224158119999,18,7,12,0.6119392187702294,0,20,0.17815564567292075,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",insecure_deserialization,HIGH
21,85,7,684,48,19,0,0.2168867008302361,0.01749630162549587,0.025565590301222366,2,24,0.48102505564232134,15,5,4,0.7815257486536443,1,15,0.8473321379664329,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,core_annotations_di,web_mvc_annotations,spring_data_jpa,batch_processing_etl",none,LOW
16,17,9,723,2,9,4,0.17114135633316113,0.38274118586431627,0.07035063631519493,0,6,0.9792307033958445,1,8,5,0.7259850153463043,1,2,0.6185519715804705,"composite_design_pattern,loops_and_iteration,optional_null_safety",none,LOW
12,80,3,23,11,2,13,0.10633821474743815,0.640670768235663,0.045210120821424886,6,12,0.6840667462115075,11,7,5,0.6109821897297767,1,19,0.2033134624555658,"decorator_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,dto_pattern,oop_fundamentals,web_mvc_annotations,spring_data_jpa",none,LOW
2,60,1,868,44,19,7,0.30199387691612944,0.08974783768838346,0.13869014155337062,4,24,0.9352597848541204,16,6,1,0.047871585929404215,1,5,0.05650012288259787,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,strategy_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,oop_fundamentals,collections_framework,batch_processing_etl",sql_injection,HIGH
41,31,6,255,37,16,5,0.477280872674119,0.45956730888754826,0.13749256708309163,3,25,0.45101092947513727,2,5,6,0.6626910630244656,1,2,0.9819621351101177,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,interpreter_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration",none,LOW
24,73,1,23,38,14,11,0.1798954770462015,0.9934359513615961,0.33056771229130255,3,28,0.9883648114598911,7,9,2,0.34491289227692956,0,25,0.4439648363681945,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,memento_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,functional_programming,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",path_traversal,MEDIUM
35,95,1,108,25,1,0,0.4415784443310271,0.7165386372090675,0.09027498055221149,5,29,0.8712414602613356,4,2,7,0.46902343965575755,1,22,0.2675828430541336,"decorator_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,lombok_jpa_annotations,web_mvc_annotations",authentication_bypass,HIGH
30,78,8,42,43,13,14,0.07438815642362484,0.5468708875016044,0.03455469670959079,6,18,0.9644588183989802,16,5,8,0.8514540440005085,0,14,0.18028888051959213,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,flyweight_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,optional_null_safety,spring_boot_error_handling,web_mvc_annotations,spring_data_jpa",none,LOW
30,49,9,445,21,2,14,0.4680630104409004,0.5330328849390766,0.2414047163256519,0,16,0.4486560125924911,13,3,2,0.9687075306050552,0,4,0.24420434114104506,"prototype_design_pattern,observer_design_pattern,state_design_pattern,collections_framework,loops_and_iteration,optional_null_safety",none,LOW
47,2,2,266,42,14,4,0.17524314194903828,0.04376508225819442,0.27498027984000273,7,17,0.6014606550077836,13,4,5,0.6942819570763782,0,25,0.48973794482107325,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",none,LOW
35,48,9,43,36,1,12,0.18986360579667283,0.9573144374079361,0.11792944640858152,5,29,0.3683437452835253,3,6,7,0.23198049108442886,0,0,0.8529051268852343,"decorator_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,interpreter_design_pattern,restful_api_pattern,functional_programming",path_traversal,MEDIUM
19,14,5,28,9,15,10,0.23142112851716412,0.928177660285043,0.24112564654455088,5,25,0.39587872459138473,14,6,5,0.3176886416662176,0,24,0.20848600704039355,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,dto_pattern,oop_fundamentals,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",path_traversal,MEDIUM
8,59,8,673,12,18,11,0.3591221349738251,0.6824047106754465,0.3104226272026576,0,12,0.49877106451090103,1,8,9,0.13811058826195866,1,24,0.36819383980750175,"prototype_design_pattern,command_design_pattern,spring_mvc_pattern,restful_api_pattern,service_layer_pattern,dto_pattern,collections_framework,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation",path_traversal,HIGH
26,97,7,269,10,9,4,0.3598267168445176,0.09901164968154996,0.13902117563044492,5,16,0.9661379623312796,3,8,2,0.5807025518201118,1,16,0.7972791917706833,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,spring_boot_error_handling,core_annotations_di",none,LOW
49,99,7,685,46,8,11,0.23979429235983263,0.2078338967494382,0.21014153597324473,1,17,0.7670341767839841,16,5,3,0.9299164438358165,1,19,0.6643964826753818,"prototype_design_pattern,composite_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,interpreter_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,spring_boot_error_handling,core_annotations_di,openapi_documentation,spring_data_jpa,batch_processing_etl",none,LOW
40,58,4,598,5,7,2,0.26157644965696797,0.18390953587558523,0.05865330946892802,0,24,0.5202426149468219,2,5,8,0.8109350925839268,1,11,0.028704827555706358,"prototype_design_pattern,composite_design_pattern,mediator_design_pattern,restful_api_pattern,loops_and_iteration,optional_null_safety,spring_boot_error_handling",none,LOW
7,58,2,835,33,9,7,0.015005243887070585,0.5195784851012188,0.009458720428072144,5,20,0.9682013231865825,15,1,11,0.5436384586200838,0,19,0.25030481809054794,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,flyweight_design_pattern,strategy_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,web_mvc_annotations,http_request_processing,spring_data_jpa,batch_processing_etl",insecure_deserialization,HIGH
30,51,5,425,5,9,14,0.15214835077916283,0.20780387450198556,0.39254718992433185,5,19,0.8178119846319689,11,7,11,0.9413992229972435,0,9,0.12739963540396249,"abstract_factory_design_pattern,composite_design_pattern,bridge_design_pattern,restful_api_pattern,repository_pattern,dto_pattern,oop_fundamentals,loops_and_iteration,optional_null_safety,spring_boot_error_handling,http_request_processing",insecure_deserialization,HIGH
7,84,3,146,16,11,8,0.17300853711530473,0.6958005615441982,0.11989234021454798,0,1,0.9348853092710179,19,2,10,0.8967496381529622,0,23,0.041294609377412805,"command_design_pattern,iterator_design_pattern,memento_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,collections_framework,optional_null_safety,utility_libraries,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
3,2,9,368,37,4,5,0.2793636343628797,0.545229885969389,0.11156082028872866,4,18,0.9490545556873689,2,0,11,0.36107560609583644,1,1,0.9471873519855915,"prototype_design_pattern,decorator_design_pattern,bridge_design_pattern,strategy_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework",none,LOW
